Identity,text,header,type_of_tweet,screen_and_username,num_followers,num_friends,num_retweets,tweet_language,rumour_identification,,,
2134,"http://t.co/Qwgr0uMaX4 Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting #FergusonRiot",ferguson,1,Sophia Jan Moore/sophiajanmoore,282,882,331,en,0,,,
4109,"#BREAKING: Soldier shot dead in Ottawa attack identified as Hamilton, Ontario-based reservist Cpl. Nathan Cirillo. #OttawaShooting",ottawashooting,1,CTV News/CTVNews,173154,339,148,en,0,,,
514,Terrorist killings at #CharlieHebdo are a barbaric crime in the name of Islam. But lampooning core beliefs of Islam is not press freedom.,charliehebdo,1,Sudheendra Kulkarni/SudheenKulkarni,24684,3935,135,en,1,,,
5184,RT RT RT @ZeeGingaNinja: because it seems that some people here need this clarification #sydneysiege #NotInMyName http://t.co/perQGp5yro,sydneysiege,1,Ginnan./missxmourad,497,359,114,en,1,,,
409,"#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered http://t.co/G958ogOrXZ",charliehebdo,1,Agence France-Presse/AFP,304117,482,191,en,0,,,
4921,Sydney Siege: Up To 40 Hostages Held - Reports #sidneysiege @skynews http://t.co/6NcYLpqsIN,sydneysiege,1,Mozart Malik/MozartMalik,42670,2365,3000,en,0,,,
5777,#illridewithyou reflects the true #aussiespirit during the undesirable actions of the few! Stand tall in the face of adversity! #SydneySiege,sydneysiege,1,clearvision/visionpurple,1374,30,2781,en,1,,,
5732,Australian police and media denying the Sydney gunman precisely what he wants: free publicity. Very controlled coverage. Spot on. Well done.,sydneysiege,1,H.A. Hellyer  د. إتش/hahellyer,17637,1958,172,en,1,,,
5021,Reportedly 3 hostages have come out of the #lindt  cafe #sydneysiege,sydneysiege,1,news.com.au/newscomauHQ,170115,4176,119,en,0,,,
207,BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,charliehebdo,1,The Independent/Independent,973212,1763,203,en,0,,,
458,"""this is not a religion""  #IamCharlie #CharlieHebdo http://t.co/d2cWyrDPSC",charliehebdo,1,stephen strydom/stephen_strydom,1142,1010,10089,en,1,,,
2054,Charlie Hebdo: This is the terrifying price we pay for free speech in a liberal democracy http://t.co/OvDqOqo0Rz http://t.co/Fp9tq8pVMx,charliehebdo,1,Independent Voices/IndyVoices,47343,2263,202,en,1,,,
2430,"Late reporting from #Ferguson: ""Unrest"" outside police station. When white people do it, it's a ""vigil."" http://t.co/mkca1icOF9",ferguson,1,Tommy Christopher/tommyxtopher,7075,1012,142,en,1,,,
250,"BREAKING: French authorities say the two #CharlieHebdo terrorists are still ""armed and extremely dangerous.""",charliehebdo,1,Max Abrahms/MaxAbrahms,10090,1894,106,en,0,,,
1107,"Wake up,it's real. #CharlieHebdo http://t.co/nuA9sHgEOR",charliehebdo,1,Franci/LadySandersfarm,14090,10498,119,en,1,,,
4703,"#SydneySiege: Latest video of hostages escaping.
https://t.co/eFfgSbt2hO",sydneysiege,1,Fox News/FoxNews,4636479,382,293,en,0,,,
1713,Asterix and Obelix pay tribute to #CharlieHebdo victims (via @asterixofficiel) http://t.co/ssgYsoKoIC,charliehebdo,1,Elena Cresci/elenacresci,3450,1565,603,en,1,,,
3911,"Ottawa hospital says it's treating three patients, two in stable condition, after shooting incident. http://t.co/1cKIHwuCzl",ottawashooting,1,Reuters Top News/Reuters,5277434,1042,193,en,0,,,
715,This image and hashtag trending in France after #CharlieHebdo attack: #JeSuisCharlie http://t.co/tIsfbxHCkO,charliehebdo,1,David Clinch/DavidClinchNews,17443,18226,144,en,1,,,
552,"Reasons for Death:
19th Century:World Wars, Ship Disasters, Famine, Revolutions. 
2015: Cartoons
#CharlieHebdo #ParisShooting #JeSuisCharlie",charliehebdo,1,ROYAL_BENGAL_TIGER/Bongo_Bondhu,111975,38161,2096,en,1,,,
1439,"Children being let out of school lockdown near Paris, as police hunt #CharlieHebdo suspects. http://t.co/7Bxdhozq4H http://t.co/8UdTgzIVft",charliehebdo,1,CNN Breaking News/cnnbrk,22714999,113,740,en,1,,,
2270,I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.,ferguson,1,Elon James White/elonjames,28646,521,128,en,0,,,
3144,"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",ferguson,1,KHARY PENEBAKER/kharyp,13982,13903,953,en,1,,,
5541,"My thoughts and prayers to the hostages, their families and friends. #sydneysiege",sydneysiege,1,Chris Proctor/CProctor,83321,164,176,en,1,,,
1925,→ http://t.co/5i6MJ1eC3g 41 Charlie Hebdo Paris shooting: New killing of police officer rocks French capital #Charli… http://t.co/LKdsgu5P0P,charliehebdo,1,Mary Smith/smitharyy,8910,2498,114,en,1,,,
634,French police getting ready to use...tanks against two terrorists in #Dammartin siege?! #CharlieHebdo http://t.co/K3tdKjSOuk,charliehebdo,1,Marko Veselinovic_RT/marko_ves,402,115,270,en,1,,,
316,Police say 12 now dead in #CharlieHebdo attack including 2 police officers, prosecutor says gunmen still at large http://t.co/4AaqPAQMOb,charliehebdo,1,BBC Breaking News/BBCBreaking,12912447,3,1614,en,0,,
5451,"#IllRideWithYou starts on social media in response to #SydneySiege, showing support to Muslims: http://t.co/sQOaGCBYkh @ghoshworld",sydneysiege,1,New Day/NewDay,109061,1264,202,en,1,,,
427,The #CharlieHebdo massacre brothers have been killed. Full story here: http://t.co/s7KfpU7vqb http://t.co/jFCrKaZ3DL,charliehebdo,1,The Sun Newsdesk/SunNewsdesk,12109,62,157,en,0,,,
4302,LIVE: Ongoing @CTVNews-@ABC coverage of active shooting incident    near Canadian Parliament: http://t.co/0nuzHcvr2J http://t.co/wxB5UphP4l,ottawashooting,1,ABC News Live/ABCNewsLive,26355,180,172,en,1,,,
105,Police: Shooting in southern Paris wounds French police officer, too early to draw connection between this and Charlie Hebdo attack - @AP,charliehebdo,1,Breaking News/BreakingNews,7193440,508,215,en,0,,
3041,Police dogs snarl at a crowd of mourners in #Ferguson. They are mourning the killing of another teenager by police http://t.co/BVGJAu2jvV”,ferguson,1,Molly Crabapple/mollycrabapple,51320,987,357,en,1,,,
2169,"An observation from yrs in practice - if it takes you 5 days to get your story out &amp; it doesn't make sense, it's probably not true #Ferguson",ferguson,1,scary lawyerguy/scarylawyerguy,3827,1921,117,en,0,,,
1709,"Charlie Hebdo: Norway didn’t give in to Islamophobia, nor should France | Owen Jones http://t.co/gWCVwwFTWr",charliehebdo,1,The Guardian/guardian,3090425,1083,254,en,1,,,
89,Paris gunman vows to kill 5 hostages if France storms printing plant with brothers accused of attacking newspaper: http://t.co/d2WXdK4XLG,charliehebdo,1,The Associated Press/AP,4554414,7352,292,en,0,,,
2241,The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/JawJSRGJ9m http://t.co/B9lA31LLis,ferguson,1,Micah Singleton/MicahSingleton,1596,320,530,en,0,,,
3174,"Despite the latest blunder of the #Ferguson police department, I am hopeful for another night of #PeaceInFerguson.",ferguson,1,Antonio French/AntonioFrench,107581,1041,390,en,1,,,
4327,Shot from inside caucus room after shooting @ctvottawa #ottawashooting. http://t.co/JjEWpnbUW7,ottawashooting,1,Graham Richardson/grahamctv,10338,1242,1202,en,1,,,
1949,Explosions and gunfire heard at scene of hostage-taking at kosher supermarket in eastern Paris http://t.co/sBYFi4Ck2u,charliehebdo,1,BBC Breaking News/BBCBreaking,12940700,3,676,en,1,,,
4044,ICYMI: Sergeant-at-Arms Kevin Vickers hailed as hero for stopping shooter on Parliament Hill http://t.co/nGpzKvjMtJ http://t.co/Tdpgfpbn1Y,ottawashooting,1,CTV News/CTVNews,173069,339,160,en,0,,,
2848,#Ferguson shows how a militarized police force can compromise our rights and our safety #JusticeForMikeBrown http://t.co/pNIamkQAEi,ferguson,1,ACLU National/ACLU,206226,365,306,en,1,,,
1,"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP",charliehebdo,1,The Telegraph/Telegraph,774627,264,144,en,0,,,
935,Donald Trump blames #CharlieHebdo massacre on France's strict gun laws http://t.co/gqzhHqeZbA http://t.co/ZkMY42uw7D,charliehebdo,1,Daily Mail US/DailyMail,45400,1614,116,en,1,,,
4966,BREAKING NEWS: GUNMAN DEMANDING TO SPEAK TO AUSTRALIAN PRIME MINISTER AND ALSO ASKING FOR AN ISLAMIC STATE FLAG TO BE BROUGHT TO LINDT CAFE.,sydneysiege,1,PzFeed Top News/PzFeed,201982,3540,181,en,0,,,
2720,"#Ferguson is 60% black, but virtually all its cops are white. http://t.co/U7Yk4s4nyE http://t.co/gHlnoPH4dK",ferguson,1,Mother Jones/MotherJones,411446,966,205,en,1,,,
591,"#Picture
IS terrorist scum executes injured police man in #Paris.
#CharlieHebdo http://t.co/wov8G7GL0b",charliehebdo,1,Conflict Reporter/Conflict_Report,17397,562,102,en,1,,,
4520,My thoughts and prayers are with the city of Ottawa.,ottawashooting,1,Martin Brodeur/MartinBrodeur,44994,78,178,en,1,,,
2936,"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus
#FergusonShooting",ferguson,1,Anonymous/YourAnonNews,1293919,861,386,en,1,,,
2448,Racial discrimination's still a dilemma in US. Still ppl are unsecure for having dark skins.The way police treat them confirms it. #Ferguson,ferguson,1,Khamenei.ir/khamenei_ir,69660,3,258,en,1,,,
1576,"Two mosque attacks reported in wake of Charlie Hebdo attack  
http://t.co/mPr3rXnx7i #C4News",charliehebdo,1,Channel 4 News/Channel4News,529647,3049,168,en,1,,,
4838,"Let us condemn the""Sydney cafe seize""&amp; pray for the safe return of hostages. Let's unite to prevent such acts of violence across the world",sydneysiege,1,Arun Jaitley/arunjaitley,1313292,161,205,en,0,,,
213,BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.,charliehebdo,1,ABC News/ABC,3850764,860,146,en,0,,,
778,"They should stop making attacks they are giving a bad image to Islam

#CharlieHebdo http://t.co/S6gj7aAoYc",charliehebdo,1,Samy ♕/YoimSamy,82318,42963,129,en,1,,,
3496,"Airbus A320 #4U9525 crash: 
Flight tracking data here: 
http://t.co/9W6hfTGYQV #airbus http://t.co/RchXQsoqdJ",germanwings-crash,1,That Matt Navarra/MattNavarra,11982,1598,47,en,1,,,
4549,Coincidence? Nobelist Malala Youseafzai was to receive honorary Canadian citizenship in Ottawa today http://t.co/FTqYVdDTLO,ottawashooting,1,David Burge/iowahawkblog,89874,398,214,en,1,,,
2043,"Every religion is mocked - Judaism, Christianity, Buddhits, Muslims - but only #Islamists who resort to such brutal terror! #CharlieHebdo",charliehebdo,1,Arsen Ostrovsky/Ostrov_A,9665,8149,100,en,1,,,
5257,Thoughts &amp, prayers to all those who have been affected by the #SydneySiege today. Sad to see this sort of terror ... http://t.co/96GtrSd6De,sydneysiege,1,Nathaniel Buzolic/natebuzz,348956,215,691,en,1,,
1567,4 cartoonists who died in the attack on #CharlieHebdo - AFP http://t.co/UmyMvBKAa8,charliehebdo,1,Times of India/timesofindia,3501643,442,307,en,1,,,
165,"Eyewitness: terrorists said, “Tell the media that this is al Qaeda in the Yemen” before attacking #CharlieHebdo http://t.co/dTaPFkFr5F",charliehebdo,1,The Daily Beast/thedailybeast,743880,757,103,en,0,,,
3566,BREAKING -4C on the #Germanwings crash site. Snow and wind expected in few mins. http://t.co/wFg8KTSve2 http://t.co/nm3JRSZ5da,germanwings-crash,1,AirLive.net/airlivenet,56005,382,227,en,1,,,
4437,"Israeli PM #Netanayahu calls PM Harper to extend condolences for #Ottawa shooting, express full support for Canada's fight against terror.",ottawashooting,1,CBC News Alerts/CBCAlerts,363400,263,183,en,1,,,
2013,"What Charlie Hebdo does, and why terrorists use it as ""a pretext to justify their violence."" By @emserre, from 2012. http://t.co/BIXn9x5GAp",charliehebdo,1,Lauren Collins/laurenzcollins,8051,2177,102,en,1,,,
273,"Great picture by Banksy. So simple, yet so powerful. #JeSuisCharlie 
Please share. http://t.co/v1ojeJ4d2l",charliehebdo,1,Renzo Soprano/Renzo_Soprano,141256,138169,612,en,0,,,
3860,"#RCMP to hold news conference on #Ottawa shootings at 2 pm ET, 11 am PT. Watch live coverage @ http://t.co/kngapKTSCe",ottawashooting,1,CBC News Alerts/CBCAlerts,361729,263,219,en,0,,,
4167,The scene from Ottawa http://t.co/aO700DweOW http://t.co/5djATU47fs,ottawashooting,1,National Post/nationalpost,226898,12078,113,en,1,,,
4631,DEVELOPING: Airspace shutdown over Sydney amid chocolate shop hostage situation, Islamic flag shown in shop's window http://t.co/MFzlwgLdR7,sydneysiege,1,NBC News/NBCNews,1955556,2894,440,en,0,,
3788,My thoughts and prayers are with injured soldier. And such deep thanks to the security and RCMP on the Hill. #shooting #parliament,ottawashooting,1,Elizabeth May MP/ElizabethMay,105857,5552,139,en,0,,,
394,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/Zc8KZ0wNwR,charliehebdo,1,Stephanie Beauge/sbeaugeAFP,2306,400,117,en,0,,,
583,The Earth without Art is just 'Eh'. #streetart #JeSuisCharlie http://t.co/72XpFM2kOn,charliehebdo,1,Charlie Southwell/charliesaidthat,3951,1466,419,en,1,,,
5782,"thinking of the people in Martin Place in Sydney right now, and for the police, etc having to deal with the situation. so terrifying",sydneysiege,1,Troye Sivan/troyesivan,2158497,726,3688,en,1,,,
5380,UPDATE: Police say #Sydneysiege is over http://t.co/WrPVZSJHlX http://t.co/Gdasj7IRBX,sydneysiege,1,Fox News/FoxNews,4636592,382,311,en,1,,,
5551,"If #SydneySiege is the worst of humanity, then #illridewithyou is the best of it. Now THAT is how you respond to hatred.",sydneysiege,1,Renee Pope-Munro/RenInOz,191,280,176,en,1,,,
520,"Re: Charlie Hebdo
Seriously. If your god &amp;/or prophet needs armed men to protect him from cartoons, it pretty much says he's a huge pussy.",charliehebdo,1,Rob Jones/robjones3030,1466,1563,154,en,1,,,
1763,"Daily Mail describing Charlie Hebdo as ""notoriously anti-Islamic magazine in Paris"". See what's already happening?",charliehebdo,1,Richard Delingpole/DickDelingpole,2605,1257,497,en,1,,,
1875,Especially poignant this week: Bill Hicks on what free speech really means http://t.co/lvK3nQAzDn #CharlieHebdo http://t.co/5s808jTmxT,charliehebdo,1,Maria Popova/brainpicker,522024,289,212,en,1,,,
3965,WATCH: Shots are fired inside Ottawa's Parliament building. Canadian police say shooting suspect is still at large. https://t.co/mzxG4e8m84,ottawashooting,1,Sky News/SkyNews,1625812,19,456,en,0,,,
3344,"148 on board:
- 142 passengers
- 2 pilots
- 4  flight attendants

@SPIEGEL_English @Corriereit 
#Germanwings http://t.co/VT9w6qumJa",germanwings-crash,1,Federica Seneghini/fedesene,3260,985,61,en,0,,,
2253,Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson http://t.co/TCXSbfrTsV #tcot http://t.co/XDZqcWnoUQ,ferguson,1,Amy Mek/AmyMek,20997,10884,539,en,0,,,
3224,French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.,germanwings-crash,1,USA TODAY/USATODAY,1537786,800,67,en,0,,,
526,"Radicals were upset #CharlieHebdo portrayed Islam as a violent religion in their cartoons,so they killed the journalists to prove 'em wrong.",charliehebdo,1,Tamara/_Syriana_,4815,461,291,en,1,,,
2946,The crowd has forced the police car to reverse. #ferguson https://t.co/B9YqGhq0hZ,ferguson,1,Antonio French/AntonioFrench,99640,1030,144,en,1,,,
3899,Thoughts and Prayers with everyone in Ottawa (our office is here in Capital) right now on Parliament Hill with shots fired #PrayForOttawa,ottawashooting,1,GONGSHOW®/GongshowGear,67086,216,137,en,0,,,
692,"Gunmen in #CharlieHebdo attack are on the loose, ""will (be) chased as long as necessary,"" French President says. http://t.co/zUfxcG3Rfs",charliehebdo,1,CNN Breaking News/cnnbrk,22669194,113,579,en,1,,,
5488,"hats off to you guys, you're awesome, faith in humanity restored  #sydneysiege #illridewithyou http://t.co/iazCcTca6H",sydneysiege,1,R.S. Ramadhan/rizkysaidR,621,1039,3021,en,1,,,
3633,Here's why the Germanwings crash scenario is less likely in the U.S. http://t.co/BTnZb7sEoT http://t.co/kY6SgGcDav,germanwings-crash,1,NBC News/NBCNews,2174492,2880,72,en,1,,,
1050,Hezbollah chief: Extremists harm Islam more than cartoons http://t.co/PBs3sMwhLt #CharlieHebdo,charliehebdo,1,Haaretz.com/haaretzcom,194070,616,105,en,1,,,
590,My cartoon today @TheTimes on Islamist terror: a cartoon fightback #CharlieHebdo http://t.co/0lG5ax0vF8,charliehebdo,1,Peter Brookes/BrookesTimes,7619,79,364,en,1,,,
519,"New video reportedly shows masked gunmen opening fire at the offices of satirical French magazine #CharlieHebdo.
https://t.co/oAHM8Q9brn",charliehebdo,1,Fox News/FoxNews,4729310,381,321,en,1,,,
3380,UPDATE: French President François Hollande has said that no survivors are expected in Germanwings plane crash over France. #9News,germanwings-crash,1,Nine News Australia/9NewsAUS,179932,1162,29,en,0,,,
3676,Live updates: #Germanwings crash in Alps http://t.co/J37vkD8ANF #4U9525 #Germany http://t.co/F4mjj1lnsK,germanwings-crash,1,DW (English)/dw_english,43584,373,36,en,1,,,
4774,#Sydney: Hostages told Australia's #channeltennews the gunman claims there are 2 bombs in the cafe and 2 in CBD area http://t.co/cQ21WPQNAP,sydneysiege,1,The Straits Times /STcom,376055,80,128,en,0,,,
1607,Cartoons don't insult me or my religion the brutal murder of innocent people does #JeSuisCharlie http://t.co/hxnMFztgom,charliehebdo,1,Humza Yousaf/HumzaYousaf,25076,3144,1991,en,1,,,
3610,Why do these catastrophes happen?Awful news about the #germanwings plane that has crashed. Thoughts are with those affected. Very sad indeed,germanwings-crash,1,Charlie King/CharlieKing85,408652,796,38,en,1,,,
5538,Sitting in Melbourne watching what's going on in Sydney...I bloody hope it ends ok for those poor people! Disgusting behaviour! 😡,sydneysiege,1,Kevin Pietersen/KP24,2061073,418,165,en,1,,,
1809,What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/r7Zo8PQyCM http://t.co/mu7n5BzGhR,charliehebdo,1,The New York Times/nytimes,14685346,961,240,en,1,,,
791,"Muslim can't be terrorist, and terrorist can't be Muslim. I deplore and strongly condemn the inhuman attack against #CharlieHebdo",charliehebdo,1,Ihsan Yılmaz/ihsanylmz,158179,484,202,en,1,,,
792,Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,charliehebdo,1,Breaking News Feed/PzFeed,216074,1760,398,en,1,,,
4764,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",sydneysiege,1,Tom Steinfort/tomsteinfort,15079,391,709,en,0,,,
1855,"We are all Charlie Hebdo. Kill us all! 
#CharlieHebdo @Charlie_Hebdo_ http://t.co/7jFelOTDxw",charliehebdo,1,Gianluca Costantini/channeldraw,32136,11831,262,en,1,,,
1980,Newspaper front pages after the attack on Charlie Hebdo – in pictures http://t.co/5HazSPUc71 http://t.co/c0lNK7eyzg,charliehebdo,1,The Guardian/guardian,3089252,1083,128,en,1,,,
3233,Photo: German Co-Pilot Andreas Lubitz who seems to have crashed the #Germanwings flight no purpose http://t.co/3mSYxvNF3p,germanwings-crash,1,Conflict News/rConflictNews,36247,953,232,en,0,,,
3598,#4U9525: #Hollande expresses his solidarity to families of #Germanwings crash victims http://t.co/XTMaa9mAV2 http://t.co/LwWifZXb5X,germanwings-crash,1,RT/RT_com,891882,482,41,en,1,,,
933,"#Paris #CDG air traffic controllers end ATIS message with ""I AM CHARLIE"" #CharlieHebdo #avgeek http://t.co/Pq9Sp6MCN7",charliehebdo,1,Flying Kangaroo/FlynKangaroo,1593,1504,145,en,1,,,
3963,We are hearing a shooter is still on the loose here in DT Ottawa with a rifle please pray for our police and soldiers #PrayForOttawa,ottawashooting,1,GONGSHOW®/GongshowGear,66790,216,244,en,0,,,
5388,"All our love, support and prayers to Sydney &lt;3",sydneysiege,1,At Sunset/bandatsunset,260146,5311,100,en,1,,,
4179,Shooting also come after Canadian ISIS fanboy Abu Turaab (acct suspended now) tweeted about pending attack in Canada /2,ottawashooting,1,Rukmini Callimachi/rcallimachi,8832,1285,151,en,1,,,
4026,Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting,ottawashooting,1,Affan Chowdhry/affanchowdhry,1020,1369,100,en,0,,,
4116,"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.",ottawashooting,1,newhot899/newhot899,35949,25730,237,en,0,,,
988,Radikal of Turkey mourns with Charlie Hebdo staff and people of France and says #JeSuisCharlie http://t.co/vXNLWB71mB,charliehebdo,1,Radikal/radikal,696020,45,114,en,1,,,
4471,"Our thoughts are with everyone involved in what is happening on Parliament Hill and Confederation Square this morning. Stay safe, Ottawa.",ottawashooting,1,Ottawa Senators/Senators,223421,66,1290,en,1,,,
3453,"Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",germanwings-crash,1,Breaking News/BreakingNews,7411803,522,609,en,0,,,
5295,"RT @troyesivan: Just really, really want this #sydneysiege to be over. Those poor people 😓",sydneysiege,1,Teehee/teehee4881,19,16,319,en,1,,,
3778,"The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.",ottawashooting,1,Lauren Dobson-Hughes/ldobsonhughes,2156,1125,101,en,0,,,
4863,NSW Police + AFP are raiding several homes in Lakemba right now. More  #martinplacesiege #sydneysiege #sydneycafesiege (@PMOnAir),sydneysiege,1,Sky News Australia/SkyNewsAust,150590,84766,136,en,0,,,
3093,"The whistleblower, a white man who went by the name of ""Lonewolf,"" said Black people should be allowed to shop w/o harassment. #Ferguson",ferguson,1,Dr. Goddess/drgoddess,17601,5078,282,en,1,,,
3155,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",ferguson,1,ElmObamaCarez/lordxmen2k,10045,7468,155,en,1,,,
3201,Protesters in #Palestine and #Ferguson shot with the same teargas canisters. wow. #FreePalestine #JusticeForMikeBrown http://t.co/BFsk31CK1A,ferguson,1,Omar Suleiman/omarsuleiman504,57713,568,290,en,1,,,
4680,BREAKING NEWS: SYDNEY SIEGE GUNMAN DOWN.,sydneysiege,1,PzFeed Top News/PzFeed,201601,3540,416,en,0,,,
1098,"Hundreds of Muslims in Sweden celebrate terrorist attack on Charlie Hebdo in France shouting,“Islam will take over the world” @Kelawalababa",charliehebdo,1,Jayesh #HDL/jayeshdewana12,2100,1568,135,en,1,,,
4814,#sydneysiege: Police confirm only one armed suspect is holding undisclosed number of hostages at a cafe http://t.co/wcxgqM4DrH,sydneysiege,1,New Straits Times/NST_Online,193653,304,101,en,0,,,
2844,If you have to announce that you're not taking away the right to assemble- you're probably taking away the right to assemble #Ferguson,ferguson,1,Matt Tharp/matt_tharp,589,771,194,en,1,,,
886,A message to all religions #CharlieHebdo http://t.co/bKlg6NX6vm,charliehebdo,1,Τουγκοτόνε/Tugotone,24479,15758,772,en,1,,,
5720,"The #sydneysiege has now entered its 14th hour. Police are still doing ""all they can"" | http://t.co/6KGlfakEFG http://t.co/ZIJ0C3Xsx2",sydneysiege,1,news.com.au/newscomauHQ,169632,4176,327,en,1,,,
5424,BREAKING: Sydney hostage-taker believed to be self-styled Muslim cleric facing string of violent charges.,sydneysiege,1,The Associated Press/AP,4449147,7357,217,en,1,,,
515,"#CharlieHebdo #ParisShooting 

It's impossible to co-exist with people who will kill you over a cartoon

#Fin",charliehebdo,1,Cameron Gray/Cameron_Gray,28585,24536,148,en,1,,,
5351,Just went past 12 hours since this #sydneysiege started. We ALL just want to see everyone out safely. #7News,sydneysiege,1,Melissa Doyle/melissadoyle,112204,762,185,en,1,,,
1453,"The pen is STILL mightier than the sword.
#JeSuisCharlie http://t.co/YeXo3mp8vN",charliehebdo,1,Manchester News MEN/MENnewsdesk,188378,1201,221,en,1,,,
3553,"FOX NEWS ALERT: Germanwings Airbus A320 was 24 years old, traveling from Barcelona to Dusseldorf http://t.co/OvBETeYbMt",germanwings-crash,1,FOX & Friends/foxandfriends,418645,1859,31,en,1,,,
3609,"#4U9525: The age of the A320 (24 years) is not particularly unusual, though it is at the higher end of the curve.",germanwings-crash,1,John Walton/thatjohn,7045,347,28,en,1,,,
2506,hey @goldietaylor shoot me a dm when you get a chance. I've got something you may want to see #ferguson,ferguson,1,Lance Coleman/fuzethemc,444558,397986,101,en,1,,,
2994,"Just be ready. When #Ferguson PD release the photo of #DarrenWilson, it will look something like this. http://t.co/JLT5TuaNdD",ferguson,1,❤ βąɓų Ģįŗɭ ❤/num1_fan,2472,2102,194,en,1,,,
3999,"DEVELOPING: Shooting suspect at large inside Canadian Parliament: reports
http://t.co/hU0OfoOGEC http://t.co/5fkHcPaK97",ottawashooting,1,NBC News/NBCNews,1852994,2897,211,en,0,,,
5502,"Just really, really want this #sydneysiege to be over. Those poor people 😓",sydneysiege,1,Troye Sivan/troyesivan,2158520,726,6563,en,1,,,
906,"""Love is stronger than hate"" http://t.co/MBLPj31t8i  #CharlieHebdo http://t.co/3BeTrwpgCN",charliehebdo,1,PinkNews/pinknews,65727,617,164,en,1,,,
28,AFP: the two armed suspects who attacked #CharlieHebdo's headquarters yesterday have been located in northern France,charliehebdo,1,Sky News Newsdesk/SkyNewsBreak,1376784,6,211,en,0,,,
2507,The face of Black America each time @donlemon speaks about or to us. #Ferguson #MikeBrown http://t.co/7mFxnTT3Qd,ferguson,1,PrestonMitchum/PrestonMitchum,3345,1123,380,en,1,,,
2428,There's still no justification stated for #MikeBrown to be shot to death. #Ferguson,ferguson,1,TheAnonNigga/TheAnonMessage2,18465,36,177,en,1,,,
762,"So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech.
#JenesuisPAScharlie http://t.co/XzsJQF12Uv",charliehebdo,1,#HandsOffAlaqsa/Pray4Pal,6249,4388,283,en,1,,,
3747,UPDATE: Ottawa police confirm gunman in Canada shooting shot and killed. Search on for possible additional gunmen. http://t.co/sV7ZH50tlf,ottawashooting,1,CBS News/CBSNews,3368156,396,123,en,0,,,
284,Killed Charlie Hebdo suspects came out firing on security forces: source (AFP) http://t.co/f1Z7cBsBhu,charliehebdo,1,FRANCE 24/FRANCE24,1261741,381,112,en,0,,,
686,→ http://t.co/DVGUfqUEq4 Charlie Hebdo  86 Charlie Hebdo attack: Helicopters hunt for suspects in woods of France http://t.co/8WhrB18Em7,charliehebdo,1,Jennifer /brownjenjen,9288,1735,108,en,1,,,
2353,"#Ferguson police hand out info to make Michael Brown seem like a thug. But nothing on how he was actually killed, interaction with officer.",ferguson,1,Amanda Terkel/aterkel,37092,5630,146,en,0,,,
4666,BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege,sydneysiege,1,TheAnonMessage/TheAnonMessage,101553,308,117,en,0,,,
21,Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking http://t.co/NQueBlmfOt http://t.co/HedHlyB24X,charliehebdo,1,The Independent/Independent,971758,1763,478,en,0,,,
2752,"Michael Brown was due to begin classes at Vatterott College tomorrow.

His mother mourns his loss:

#Ferguson http://t.co/YMSK7Skp9y",ferguson,1,TheObamaDiary.com/TheObamaDiary,19310,6968,214,en,1,,,
885,"Muslim “scholar” threatens Irish media with legal action if they publish cartoon.
http://t.co/1Jdk6MOaYP",charliehebdo,1,Pat Condell/patcondell,35854,73,195,en,1,,,
